id,age,income,home,emp_length,intent,amount,rate,status,percent_income,default,cred_length,age_group
18759,27,26000,Mortgage,11,Medical,5000,8.94,0,0.19,N,9,25-29
18760,33,26400,Rent,3,Medical,1000,10.99,0,0.04,N,7,30-34
18761,35,26000,Own,1,Personal,6000,9.63,0,0.23,N,6,35-39
18762,35,29311,Rent,4,Education,1000,7.49,0,0.03,N,9,35-39
18763,27,30000,Rent,1,Education,1000,5.79,0,0.03,N,10,25-29
18764,33,26000,Mortgage,1,Debtconsolidation,15000,9.76,1,0.58,N,6,30-34
18765,31,30000,Rent,5,Medical,1000,9.25,0,0.03,N,6,30-34
18766,30,33000,Rent,4,Medical,1000,14.79,0,0.03,N,10,30-34
18767,29,26004,Mortgage,13,Debtconsolidation,4000,14.74,1,0.15,Y,9,25-29
18768,31,26010,Mortgage,2,Homeimprovement,6500,9.99,0,0.25,N,9,30-34
18769,30,35000,Rent,5,Personal,1000,10.36,0,0.03,N,6,30-34
18770,30,30000,Rent,11,Medical,1000,10.99,1,0.03,N,10,30-34
18771,29,38000,Rent,5,Education,1000,7.88,0,0.03,N,9,25-29
18772,28,40000,Rent,12,Personal,1000,9.88,0,0.03,N,9,25-29
18773,35,42000,Rent,7,Medical,1000,11.12,0,0.02,N,5,35-39
18774,29,26400,Mortgage,7,Medical,4800,7.66,0,0.18,N,9,25-29
18775,31,43200,Rent,4,Medical,1000,10.74,0,0.02,N,9,30-34
18776,27,26400,Mortgage,6,Medical,6000,6.91,1,0.23,N,9,25-29
18777,28,26400,Mortgage,4,Medical,3000,6.17,0,0.11,N,6,25-29
18778,33,48000,Rent,4,Medical,1000,9.99,0,0.02,N,10,30-34
18779,28,44000,Rent,9,Venture,1000,14.17,1,0.02,N,9,25-29
18780,27,51298,Rent,11,Debtconsolidation,1000,10.37,0,0.02,N,7,25-29
18781,30,26400,Mortgage,4,Medical,5000,7.14,0,0.19,N,6,30-34
18782,31,54000,Rent,15,Medical,1000,10.99,0,0.02,Y,7,30-34
18783,34,26400,Mortgage,0,Medical,3600,9.88,0,0.14,N,9,30-34
18784,29,64548,Rent,1,Personal,1000,14.27,0,0.02,Y,5,25-29
18785,33,65000,Rent,4,Venture,1000,10.99,0,0.02,N,9,30-34
18786,28,73000,Rent,3,Homeimprovement,1000,10.99,0,0.01,N,7,25-29
18787,29,74000,Rent,11,Debtconsolidation,1000,9.91,0,0.01,N,5,25-29
18788,27,75000,Rent,4,Venture,1000,13.49,0,0.01,Y,9,25-29
18789,34,26496,Own,7,Medical,4400,10.59,0,0.17,N,8,30-34
18790,30,69000,Rent,0,Homeimprovement,1000,8.59,1,0.01,N,5,30-34
18791,35,76000,Rent,2,Venture,1000,13.49,0,0.01,N,8,35-39
18792,30,100000,Rent,1,Medical,1000,11.71,0,0.01,N,7,30-34
18793,33,26688,Mortgage,6,Education,5000,10.59,0,0.19,N,10,30-34
18794,27,10000,Rent,2,Venture,1200,14.11,1,0.12,Y,6,25-29
18795,30,14800,Rent,5,Debtconsolidation,1200,8.0,0,0.08,N,9,30-34
18796,28,15600,Rent,0,Education,1200,12.53,0,0.08,N,8,25-29
18797,35,19200,Rent,4,Personal,1200,7.29,1,0.06,N,10,35-39
18798,29,20000,Rent,3,Debtconsolidation,1200,11.71,1,0.06,N,7,25-29
18799,29,20000,Rent,0,Debtconsolidation,1200,11.54,0,0.06,N,5,25-29
18800,32,22884,Rent,2,Medical,1200,13.22,0,0.05,N,7,30-34
18801,28,27000,Own,5,Education,5600,5.42,0,0.21,N,8,25-29
18802,27,24000,Rent,5,Medical,1200,18.99,0,0.05,N,7,25-29
18803,27,27000,Mortgage,4,Venture,4300,5.99,0,0.16,N,6,25-29
18804,27,27000,Own,0,Education,11500,20.11,1,0.43,N,9,25-29
18805,33,30000,Rent,3,Medical,1200,6.76,0,0.04,N,10,30-34
18806,30,27000,Own,4,Homeimprovement,4200,7.88,0,0.16,N,9,30-34
18807,34,39996,Rent,6,Debtconsolidation,1200,7.88,0,0.03,N,8,30-34
18808,31,42000,Rent,6,Education,1200,16.29,0,0.03,Y,5,30-34
18809,28,27000,Own,7,Personal,2400,10.99,0,0.09,N,5,25-29
18810,35,43000,Rent,19,Medical,1200,13.8,0,0.03,N,7,35-39
18811,27,44000,Rent,3,Medical,1200,15.23,0,0.03,N,5,25-29
18812,27,27000,Mortgage,5,Medical,3000,11.14,0,0.11,N,9,25-29
18813,28,53000,Rent,12,Medical,1200,10.99,0,0.02,Y,8,25-29
18814,28,48096,Rent,4,Debtconsolidation,1200,17.56,1,0.02,Y,5,25-29
18815,29,55000,Rent,3,Personal,1200,9.99,0,0.02,N,6,25-29
18816,33,53326,Rent,8,Medical,1200,16.29,1,0.02,N,7,30-34
18817,31,75000,Rent,1,Personal,1200,6.54,0,0.02,N,5,30-34
18818,31,14400,Rent,0,Education,1250,10.99,1,0.09,N,8,30-34
18819,31,26000,Rent,15,Venture,1250,11.49,0,0.05,N,10,30-34
18820,32,195000,Rent,4,Debtconsolidation,1250,13.23,0,0.01,N,7,30-34
18821,31,27036,Mortgage,2,Education,6500,11.11,0,0.24,N,7,30-34
18822,33,34400,Rent,0,Personal,1300,9.91,0,0.04,N,6,30-34
18823,27,47000,Rent,11,Medical,1300,10.46,0,0.03,N,8,25-29
18824,27,51000,Rent,3,Venture,1300,7.68,0,0.03,N,7,25-29
18825,34,65000,Rent,4,Homeimprovement,1300,6.54,0,0.02,N,7,30-34
18826,35,27204,Mortgage,16,Personal,1800,7.74,0,0.07,N,7,35-39
18827,29,14400,Rent,2,Venture,1400,11.49,0,0.1,N,6,25-29
18828,27,18576,Rent,4,Medical,1400,9.99,0,0.08,N,6,25-29
18829,31,22000,Rent,5,Venture,1400,22.06,0,0.06,Y,7,30-34
18830,35,24960,Rent,6,Education,1400,8.49,0,0.06,N,10,35-39
18831,32,27385,Mortgage,3,Homeimprovement,2000,12.99,1,0.07,Y,9,30-34
18832,31,25200,Rent,0,Personal,1400,6.99,0,0.06,N,6,30-34
18833,29,28800,Rent,1,Venture,1400,7.9,0,0.05,N,5,25-29
18834,28,27500,Mortgage,13,Venture,15000,6.54,0,0.55,N,10,25-29
18835,31,54000,Rent,2,Debtconsolidation,1400,10.99,0,0.03,N,8,30-34
18836,31,27600,Own,1,Education,3000,11.49,0,0.11,N,9,30-34
18837,27,58000,Rent,3,Medical,1400,15.27,0,0.02,Y,7,25-29
18838,31,78411,Rent,9,Debtconsolidation,1400,10.99,0,0.02,N,6,30-34
18839,30,27600,Mortgage,3,Education,2250,15.62,1,0.08,N,9,30-34
18840,29,17000,Rent,0,Education,1450,10.99,0,0.09,N,6,25-29
18841,27,24000,Rent,2,Medical,1450,10.99,0,0.06,N,9,25-29
18842,27,27600,Mortgage,2,Education,3500,6.99,0,0.13,N,9,25-29
18843,31,36000,Rent,12,Venture,1450,10.99,0,0.04,N,7,30-34
18844,27,27000,Rent,11,Education,1500,10.36,0,0.06,N,5,25-29
18845,35,27600,Mortgage,19,Education,3000,11.86,0,0.11,N,5,35-39
18846,30,27996,Rent,9,Medical,1500,10.99,0,0.05,Y,8,30-34
18847,31,28452,Rent,4,Personal,1500,11.11,0,0.05,N,5,30-34
18848,28,29120,Rent,0,Venture,1500,15.7,1,0.05,Y,6,25-29
18849,35,30000,Rent,5,Medical,1500,7.29,1,0.05,N,8,35-39
18850,28,30000,Rent,4,Homeimprovement,1500,9.63,1,0.05,N,10,25-29
18851,27,30000,Rent,0,Education,1500,10.99,0,0.05,N,6,25-29
18852,27,27840,Mortgage,2,Medical,2400,5.42,0,0.09,N,7,25-29
18853,29,30000,Rent,12,Debtconsolidation,1500,11.49,1,0.05,N,8,25-29
18854,29,27852,Own,7,Education,11000,8.49,0,0.39,N,8,25-29
18855,34,27852,Own,0,Personal,4200,12.84,0,0.15,N,8,30-34
18856,35,32004,Rent,2,Medical,1500,8.49,0,0.05,N,7,35-39
18857,29,27996,Own,5,Homeimprovement,1800,5.42,0,0.06,N,6,25-29
18858,35,33996,Rent,0,Debtconsolidation,1500,10.99,0,0.04,N,7,35-39
18859,29,29780,Rent,2,Personal,1500,12.86,1,0.05,Y,10,25-29
18860,35,28000,Own,3,Venture,7600,6.62,0,0.27,N,10,35-39
18861,35,38000,Rent,0,Medical,1500,7.4,0,0.04,N,6,35-39
18862,34,28000,Own,1,Venture,3000,9.99,0,0.11,N,10,30-34
18863,29,38004,Rent,3,Medical,1500,14.35,0,0.04,Y,10,25-29
18864,32,28000,Mortgage,5,Homeimprovement,7500,10.99,0,0.27,N,6,30-34
18865,28,39600,Rent,11,Education,1500,12.69,0,0.04,N,5,25-29
18866,30,28000,Own,5,Personal,6300,11.99,0,0.23,N,9,30-34
18867,30,34000,Rent,2,Debtconsolidation,1500,14.61,1,0.04,Y,5,30-34
18868,33,28000,Own,3,Venture,4800,7.49,0,0.17,N,10,30-34
18869,28,41000,Rent,10,Debtconsolidation,1500,14.79,0,0.04,Y,6,25-29
18870,32,43625,Rent,2,Education,1500,10.99,0,0.03,N,6,30-34
18871,29,38004,Rent,2,Personal,1500,12.53,1,0.04,Y,7,25-29
18872,28,44604,Rent,11,Personal,1500,11.12,0,0.03,N,7,25-29
18873,34,45000,Rent,7,Medical,1500,5.99,0,0.03,N,10,30-34
18874,32,28000,Mortgage,7,Medical,6000,15.21,1,0.21,N,9,30-34
18875,30,39000,Rent,4,Debtconsolidation,1500,7.51,1,0.04,N,9,30-34
18876,35,48000,Rent,13,Medical,1500,9.91,0,0.03,N,9,35-39
18877,33,48000,Rent,2,Medical,1500,11.71,0,0.03,N,8,30-34
18878,33,48000,Rent,2,Venture,1500,11.89,0,0.03,N,6,30-34
18879,34,50000,Rent,5,Venture,1500,13.92,0,0.03,N,5,30-34
18880,28,28000,Own,0,Medical,3250,12.53,0,0.12,N,9,25-29
18881,27,54600,Rent,2,Education,1500,13.23,0,0.03,Y,8,25-29
18882,28,55000,Rent,7,Education,1500,7.37,0,0.03,N,8,25-29
18883,28,60000,Rent,12,Homeimprovement,1500,16.77,0,0.03,Y,8,25-29
18884,29,60000,Rent,3,Education,1500,12.87,0,0.03,N,9,25-29
18885,32,54000,Rent,7,Debtconsolidation,1500,14.42,1,0.03,N,9,30-34
18886,32,61900,Rent,4,Homeimprovement,1500,13.23,0,0.02,Y,7,30-34
18887,29,80000,Rent,0,Personal,1500,12.42,0,0.02,N,9,25-29
18888,32,80000,Rent,6,Homeimprovement,1500,10.74,0,0.02,N,10,30-34
18889,27,28500,Mortgage,3,Venture,1600,13.49,1,0.06,N,8,25-29
18890,33,18000,Rent,1,Homeimprovement,1600,9.88,1,0.09,N,5,30-34
18891,27,28500,Mortgage,6,Venture,2600,7.74,0,0.09,N,7,25-29
18892,30,28500,Mortgage,9,Education,4000,7.74,0,0.14,N,7,30-34
18893,27,28560,Mortgage,7,Personal,2400,6.39,0,0.08,N,8,25-29
18894,29,18000,Rent,3,Medical,1700,11.12,0,0.09,N,10,25-29
18895,29,33000,Rent,2,Personal,1700,15.23,0,0.05,Y,9,25-29
18896,32,28672,Own,5,Education,4650,13.22,0,0.16,Y,5,30-34
18897,28,40000,Rent,1,Medical,1700,10.99,0,0.04,N,9,25-29
18898,28,53040,Rent,6,Debtconsolidation,1700,8.49,0,0.03,N,8,25-29
18899,31,12996,Rent,4,Medical,1750,6.76,0,0.13,N,10,30-34
18900,30,12000,Rent,4,Medical,1800,14.35,0,0.15,Y,5,30-34
18901,30,28800,Mortgage,6,Personal,6250,10.99,0,0.22,N,9,30-34
18902,28,15000,Rent,0,Medical,1800,11.49,0,0.12,N,7,25-29
18903,33,15000,Rent,3,Venture,1800,17.54,0,0.12,Y,9,30-34
18904,28,28800,Mortgage,2,Homeimprovement,2000,10.59,0,0.07,N,7,25-29
18905,32,21360,Rent,1,Venture,1800,12.99,0,0.08,N,8,30-34
18906,31,23766,Rent,1,Medical,1800,13.06,0,0.08,N,7,30-34
18907,31,24000,Rent,2,Medical,1800,8.59,0,0.07,N,6,30-34
18908,27,25200,Rent,2,Venture,1800,6.76,0,0.07,N,10,25-29
18909,32,28800,Mortgage,7,Venture,7500,13.43,0,0.26,Y,7,30-34
18910,32,45996,Rent,2,Medical,1800,11.58,0,0.04,N,9,30-34
18911,30,49000,Rent,14,Medical,1800,11.71,0,0.04,N,5,30-34
18912,28,53544,Rent,12,Homeimprovement,1800,10.99,0,0.03,Y,7,25-29
18913,27,60000,Rent,11,Debtconsolidation,1800,11.46,0,0.03,N,8,25-29
18914,33,80000,Rent,5,Personal,1800,10.75,0,0.02,N,7,30-34
18915,27,117000,Rent,7,Personal,1800,12.42,0,0.02,N,10,25-29
18916,33,145000,Rent,5,Medical,1800,12.99,0,0.01,N,6,30-34
18917,35,510000,Rent,1,Personal,1800,13.48,0,0.0,N,6,35-39
18918,27,18600,Rent,4,Medical,1850,10.99,0,0.1,N,8,25-29
18919,30,42000,Rent,0,Venture,1850,11.99,0,0.04,N,5,30-34
18920,31,15204,Rent,4,Education,1875,8.49,1,0.12,N,7,30-34
18921,30,31200,Rent,4,Medical,1900,5.79,0,0.06,N,10,30-34
18922,30,45000,Rent,14,Personal,1900,5.79,0,0.04,N,7,30-34
18923,32,60000,Rent,5,Medical,1925,12.29,0,0.03,Y,9,30-34
18924,33,72000,Rent,6,Venture,1925,14.35,1,0.03,Y,10,30-34
18925,31,10800,Rent,4,Venture,2000,14.72,1,0.19,Y,5,30-34
18926,30,12996,Rent,1,Personal,2000,17.19,1,0.15,N,6,30-34
18927,31,29000,Mortgage,6,Personal,5000,15.99,0,0.17,N,7,30-34
18928,28,29000,Own,1,Venture,6250,12.87,0,0.22,Y,9,25-29
18929,31,29000,Mortgage,3,Education,3500,12.53,0,0.12,N,5,30-34
18930,29,19200,Rent,1,Personal,2000,5.99,1,0.1,N,7,25-29
18931,31,29000,Mortgage,5,Personal,1500,12.29,0,0.05,N,6,30-34
18932,29,20000,Rent,4,Homeimprovement,2000,18.3,1,0.1,N,9,25-29
18933,29,20400,Rent,2,Medical,2000,13.49,0,0.1,N,8,25-29
18934,29,20400,Rent,4,Homeimprovement,2000,7.9,1,0.1,N,9,25-29
18935,27,20400,Rent,3,Personal,2000,12.53,0,0.1,N,6,25-29
18936,31,20928,Rent,0,Debtconsolidation,2000,13.48,0,0.1,Y,6,30-34
18937,30,29004,Own,6,Homeimprovement,6250,10.99,0,0.22,N,8,30-34
18938,30,21240,Rent,4,Medical,2000,14.22,0,0.09,Y,9,30-34
18939,28,29112,Own,1,Venture,7000,6.99,0,0.24,N,5,25-29
18940,33,22800,Rent,0,Medical,2000,8.49,0,0.09,N,10,30-34
18941,27,29120,Own,0,Venture,4000,10.99,0,0.14,N,7,25-29
18942,33,24000,Rent,0,Education,2000,14.35,0,0.08,Y,7,30-34
18943,27,29160,Mortgage,2,Venture,8000,7.51,0,0.27,N,7,25-29
18944,31,24600,Rent,5,Education,2000,13.61,0,0.08,Y,5,30-34
18945,27,25000,Rent,9,Venture,2000,13.11,0,0.08,Y,6,25-29
18946,32,25000,Rent,3,Homeimprovement,2000,13.16,1,0.08,Y,8,30-34
18947,32,29500,Mortgage,4,Debtconsolidation,7000,10.0,1,0.24,N,9,30-34
18948,35,29568,Mortgage,6,Personal,6000,13.23,0,0.2,Y,10,35-39
18949,27,26400,Rent,2,Medical,2000,6.54,0,0.08,N,10,25-29
18950,27,26400,Rent,1,Medical,2000,13.61,0,0.08,N,10,25-29
18951,29,27000,Rent,4,Medical,2000,7.88,0,0.07,N,6,25-29
18952,31,29760,Mortgage,0,Medical,10000,9.63,0,0.34,N,10,30-34
18953,31,29766,Mortgage,15,Homeimprovement,13900,8.94,0,0.47,N,8,30-34
18954,30,28800,Rent,9,Medical,2000,11.48,0,0.07,N,10,30-34
18955,28,30000,Rent,12,Education,2000,5.42,0,0.07,N,5,25-29
18956,33,30000,Rent,11,Medical,2000,7.29,0,0.07,N,5,30-34
18957,30,92700,Rent,1,Venture,15000,11.99,0,0.16,N,5,30-34
18958,31,81000,Rent,1,Personal,15000,14.42,1,0.19,N,6,30-34
18959,32,30000,Own,2,Education,10000,9.91,0,0.33,N,8,30-34
18960,28,30000,Mortgage,5,Venture,15000,10.99,0,0.5,N,9,25-29
18961,29,70553,Rent,8,Medical,15000,13.47,1,0.18,Y,10,25-29
18962,33,84000,Rent,2,Venture,15000,16.7,1,0.18,N,9,30-34
18963,33,30000,Own,8,Medical,5000,7.51,0,0.17,N,9,30-34
18964,29,100000,Rent,1,Medical,15000,9.88,0,0.15,N,9,25-29
18965,27,100000,Rent,0,Venture,15000,11.58,0,0.15,N,10,25-29
18966,29,100000,Rent,3,Homeimprovement,15000,12.04,0,0.15,N,10,25-29
18967,28,102000,Rent,12,Debtconsolidation,15000,11.46,0,0.15,N,7,25-29
18968,27,104371,Rent,4,Homeimprovement,15000,16.77,0,0.14,N,5,25-29
18969,31,105000,Rent,9,Homeimprovement,15000,10.59,0,0.14,N,8,30-34
18970,27,106000,Rent,5,Debtconsolidation,15000,10.75,0,0.14,N,6,25-29
18971,29,106800,Rent,0,Debtconsolidation,15000,10.99,0,0.14,N,6,25-29
18972,32,108000,Rent,8,Personal,15000,10.0,0,0.14,N,9,30-34
18973,30,30000,Mortgage,6,Education,10000,9.91,0,0.33,N,10,30-34
18974,28,30000,Mortgage,4,Venture,6000,6.03,0,0.2,N,8,25-29
18975,31,30000,Mortgage,4,Education,1200,10.99,0,0.04,N,8,30-34
18976,34,110000,Rent,6,Personal,15000,12.68,0,0.14,Y,10,30-34
18977,35,110000,Rent,0,Medical,15000,11.11,0,0.14,N,8,35-39
18978,35,30000,Mortgage,13,Personal,6625,6.62,0,0.22,N,6,35-39
18979,33,110000,Rent,3,Education,15000,14.42,0,0.14,Y,9,30-34
18980,33,30000,Mortgage,1,Debtconsolidation,4000,10.99,0,0.13,Y,7,30-34
18981,32,101000,Rent,0,Education,15000,17.58,1,0.15,N,8,30-34
18982,35,117000,Rent,8,Personal,15000,9.63,0,0.13,N,8,35-39
18983,29,120000,Rent,3,Education,15000,6.91,0,0.13,N,7,25-29
18984,30,120000,Rent,14,Medical,15000,6.17,0,0.13,N,8,30-34
18985,29,120000,Rent,3,Debtconsolidation,15000,9.63,0,0.13,N,6,25-29
18986,32,120000,Rent,5,Venture,15000,15.68,0,0.13,N,7,30-34
18987,31,30000,Mortgage,2,Personal,2000,7.9,0,0.07,N,10,30-34
18988,27,122000,Rent,3,Personal,15000,12.73,0,0.12,N,5,25-29
18989,28,30000,Mortgage,4,Medical,4750,7.9,0,0.16,N,7,25-29
18990,27,130000,Rent,0,Medical,15000,10.99,0,0.12,N,7,25-29
18991,27,132000,Rent,2,Homeimprovement,15000,11.12,0,0.11,N,5,25-29
18992,29,128000,Rent,0,Education,15000,9.63,1,0.12,N,9,25-29
18993,28,140000,Rent,0,Debtconsolidation,15000,11.26,0,0.11,N,5,25-29
18994,28,143000,Rent,5,Homeimprovement,15000,12.53,0,0.1,N,6,25-29
18995,35,30000,Mortgage,11,Medical,11000,10.65,0,0.37,N,10,35-39
18996,34,147000,Rent,1,Education,15000,8.94,0,0.1,N,5,30-34
18997,29,150000,Rent,9,Personal,15000,16.32,0,0.1,N,9,25-29
18998,31,150000,Rent,1,Homeimprovement,15000,10.99,0,0.1,N,10,30-34
18999,30,165000,Rent,3,Venture,15000,13.92,0,0.09,Y,9,30-34
19000,30,175000,Rent,3,Debtconsolidation,15000,11.26,0,0.09,N,8,30-34
19001,29,200000,Rent,2,Debtconsolidation,15000,10.37,0,0.07,N,5,25-29
19002,31,200000,Rent,5,Homeimprovement,15000,11.36,0,0.07,N,8,30-34
19003,28,200000,Rent,2,Venture,15000,11.72,0,0.07,Y,10,25-29
19004,32,230000,Rent,0,Homeimprovement,15000,5.99,0,0.07,N,5,30-34
19005,33,30000,Mortgage,1,Medical,5000,10.99,0,0.17,N,9,30-34
19006,34,30000,Rent,2,Homeimprovement,14975,12.53,1,0.5,N,10,30-34
19007,30,30000,Mortgage,3,Education,5100,7.9,0,0.17,N,8,30-34
19008,28,30000,Rent,13,Personal,14800,11.14,1,0.49,N,5,25-29
19009,32,50000,Rent,1,Medical,14800,10.83,0,0.3,N,5,30-34
19010,28,68000,Rent,2,Education,14800,9.99,0,0.22,N,9,25-29
19011,30,42000,Rent,4,Debtconsolidation,14750,10.99,1,0.35,N,7,30-34
19012,32,30000,Mortgage,6,Venture,10000,7.51,0,0.33,N,9,30-34
19013,34,30000,Mortgage,4,Debtconsolidation,4300,7.9,0,0.14,N,5,30-34
19014,27,37000,Rent,11,Medical,14700,5.99,1,0.4,N,9,25-29
19015,27,30000,Rent,2,Education,2000,11.49,0,0.07,N,8,25-29
19016,29,30000,Rent,0,Debtconsolidation,2000,10.75,0,0.07,N,7,25-29
19017,28,30225,Rent,7,Personal,2000,12.42,0,0.07,N,6,25-29
19018,35,30000,Mortgage,2,Education,3300,5.99,0,0.11,N,6,35-39
19019,31,33000,Rent,1,Debtconsolidation,2000,5.79,0,0.06,N,5,30-34
19020,30,33000,Rent,2,Venture,2000,10.99,0,0.06,N,8,30-34
19021,31,40000,Rent,3,Medical,2000,10.37,0,0.05,N,7,30-34
19022,27,40000,Rent,9,Debtconsolidation,2000,10.75,0,0.05,N,6,25-29
19023,27,51000,Rent,1,Homeimprovement,2000,7.74,0,0.04,N,6,25-29
19024,30,51600,Rent,12,Debtconsolidation,2000,9.99,0,0.04,N,5,30-34
19025,29,51996,Rent,2,Debtconsolidation,2000,13.72,0,0.04,Y,6,25-29
19026,29,54000,Rent,1,Homeimprovement,2000,10.01,0,0.04,N,7,25-29
19027,31,50000,Rent,15,Personal,2000,5.42,1,0.04,N,8,30-34
19028,28,50000,Rent,2,Medical,2000,16.89,1,0.04,N,7,25-29
19029,32,30000,Mortgage,0,Venture,9000,5.42,0,0.3,N,9,30-34
19030,33,57500,Rent,2,Debtconsolidation,2000,10.99,0,0.03,N,5,30-34
19031,35,59000,Rent,11,Debtconsolidation,2000,13.48,0,0.03,Y,7,35-39
19032,27,60000,Rent,2,Homeimprovement,2000,9.91,0,0.03,N,9,25-29
19033,28,60000,Rent,3,Education,2000,10.99,0,0.03,N,6,25-29
19034,31,30000,Mortgage,4,Venture,5000,10.99,0,0.17,N,7,30-34
19035,28,54000,Rent,1,Medical,2000,14.42,1,0.04,N,7,25-29
19036,29,30000,Mortgage,3,Education,4000,10.99,0,0.13,N,6,25-29
19037,30,30000,Mortgage,1,Venture,10000,6.99,0,0.33,N,5,30-34
19038,29,68500,Rent,4,Debtconsolidation,2000,10.99,0,0.03,N,9,25-29
19039,30,68803,Rent,3,Medical,2000,6.17,0,0.03,N,10,30-34
19040,32,30000,Mortgage,16,Education,7000,6.99,0,0.23,N,6,30-34
19041,27,69000,Rent,1,Medical,2000,6.99,0,0.03,N,5,25-29
19042,30,69996,Rent,0,Education,2000,10.65,0,0.03,N,9,30-34
19043,35,30000,Mortgage,3,Debtconsolidation,2975,5.99,0,0.1,N,5,35-39
19044,35,70000,Rent,2,Education,2000,13.72,0,0.03,N,7,35-39
19045,31,30000,Mortgage,3,Personal,9450,8.49,0,0.32,N,8,30-34
19046,29,72000,Rent,13,Debtconsolidation,2000,14.59,1,0.03,Y,8,25-29
19047,35,80000,Rent,7,Venture,2000,12.99,0,0.03,Y,9,35-39
19048,31,30000,Mortgage,5,Medical,4000,15.62,1,0.13,Y,7,30-34
19049,34,80000,Rent,2,Personal,2000,10.36,0,0.03,N,7,30-34
19050,29,80004,Rent,12,Personal,2000,9.76,0,0.02,N,10,25-29
19051,27,85000,Rent,0,Debtconsolidation,2000,14.22,0,0.02,Y,9,25-29
19052,31,86000,Rent,0,Personal,2000,5.99,0,0.02,N,5,30-34
19053,29,102400,Rent,2,Homeimprovement,2000,8.88,0,0.02,N,7,25-29
19054,31,118000,Rent,0,Personal,2000,16.89,1,0.02,N,8,30-34
19055,34,30000,Own,0,Medical,6000,7.29,0,0.2,N,9,30-34
19056,33,132444,Rent,4,Education,2000,11.36,0,0.02,N,9,30-34
19057,35,30000,Mortgage,3,Homeimprovement,10000,13.43,1,0.33,N,7,35-39
19058,31,30000,Rent,1,Homeimprovement,2050,8.88,1,0.07,N,7,30-34
19059,29,60000,Rent,13,Personal,2075,15.23,0,0.03,N,7,25-29
19060,33,30000,Own,1,Venture,5000,12.68,0,0.17,Y,10,30-34
19061,30,11292,Rent,4,Medical,2100,6.76,1,0.19,N,6,30-34
19062,30,12500,Rent,0,Personal,2100,12.49,1,0.17,Y,7,30-34
19063,33,14400,Rent,0,Venture,2100,15.21,1,0.15,Y,10,30-34
19064,34,21000,Rent,2,Medical,2100,7.88,0,0.1,N,8,30-34
19065,29,31632,Rent,2,Personal,2100,10.99,0,0.07,N,6,25-29
19066,27,33500,Rent,0,Medical,2100,12.21,0,0.06,N,9,25-29
19067,29,30000,Mortgage,3,Venture,6000,5.79,0,0.2,N,8,25-29
19068,27,39000,Rent,3,Debtconsolidation,2100,10.99,0,0.05,N,6,25-29
19069,32,51996,Rent,6,Medical,2100,10.99,0,0.04,Y,7,30-34
19070,28,30000,Mortgage,8,Debtconsolidation,3000,7.29,0,0.1,N,5,25-29
19071,33,30000,Mortgage,17,Homeimprovement,10000,5.79,0,0.33,N,6,30-34
19072,28,35000,Rent,6,Venture,2125,15.27,0,0.06,N,6,25-29
19073,28,20000,Rent,0,Medical,2150,10.37,0,0.11,N,6,25-29
19074,27,24000,Rent,1,Medical,2150,14.72,0,0.09,N,7,25-29
19075,34,30000,Rent,3,Personal,14000,8.9,1,0.47,N,7,30-34
19076,27,30548,Rent,0,Personal,14000,7.88,1,0.46,N,5,25-29
19077,30,33200,Rent,4,Venture,14000,7.29,1,0.42,N,10,30-34
19078,28,33600,Rent,9,Education,14000,10.99,1,0.42,Y,5,25-29
19079,27,35000,Rent,0,Personal,14000,14.27,1,0.4,Y,8,25-29
19080,28,29000,Rent,8,Homeimprovement,14000,11.99,1,0.48,N,9,25-29
19081,34,36000,Rent,5,Debtconsolidation,14000,7.51,1,0.39,N,6,30-34
19082,35,37000,Rent,5,Debtconsolidation,14000,7.88,1,0.38,N,8,35-39
19083,30,40000,Rent,2,Medical,14000,12.73,1,0.35,N,8,30-34
19084,27,34000,Rent,4,Medical,14000,19.82,1,0.41,N,10,25-29
19085,28,40000,Rent,2,Personal,14000,11.89,1,0.35,N,5,25-29
19086,29,40404,Rent,4,Venture,14000,8.49,1,0.35,N,10,25-29
19087,28,30000,Own,1,Homeimprovement,7500,12.98,0,0.25,N,8,25-29
19088,29,14400,Rent,4,Debtconsolidation,2200,5.99,0,0.15,N,10,25-29
19089,29,15000,Rent,4,Personal,2200,13.48,1,0.15,N,10,25-29
19090,34,30000,Mortgage,5,Venture,14000,7.51,0,0.47,N,8,30-34
19091,29,17004,Rent,8,Homeimprovement,2200,9.32,1,0.13,N,5,25-29
19092,28,30000,Mortgage,4,Education,3000,6.76,0,0.1,N,9,25-29
19093,31,30000,Rent,4,Medical,2200,7.49,0,0.07,N,10,30-34
19094,31,38400,Rent,3,Education,2200,13.06,0,0.06,Y,10,30-34
19095,35,40000,Rent,2,Medical,2200,10.99,0,0.06,N,10,35-39
19096,31,42000,Rent,2,Debtconsolidation,2200,9.63,0,0.05,N,8,30-34
19097,27,39500,Rent,0,Medical,2200,10.99,1,0.06,Y,8,25-29
19098,32,44004,Rent,5,Medical,2200,15.65,1,0.05,N,5,30-34
19099,30,52416,Rent,13,Medical,2200,10.99,0,0.04,N,8,30-34
19100,27,70000,Rent,8,Homeimprovement,2200,10.74,0,0.03,N,8,25-29
19101,30,30000,Own,14,Personal,5000,7.14,0,0.17,N,7,30-34
19102,28,80000,Rent,5,Debtconsolidation,2200,9.99,0,0.03,N,6,25-29
